label,function,sample,latency_ms
o7p1-majority,RegisterDocument,494,2739.74
o7p1-majority,RegisterDocument,495,2739.87
o7p1-majority,RegisterDocument,496,2739.98
o7p1-majority,RegisterDocument,497,2740.14
o7p1-majority,RegisterDocument,498,2740.19
o7p1-majority,RegisterDocument,499,2740.20
o7p1-majority,RegisterDocument,500,2740.27
o7p1-majority,RegisterDocument,501,2740.30
o7p1-majority,RegisterDocument,502,2740.37
o7p1-majority,RegisterDocument,503,2740.56
o7p1-majority,RegisterDocument,504,2740.56
o7p1-majority,RegisterDocument,505,2740.67
o7p1-majority,RegisterDocument,506,2741.16
o7p1-majority,RegisterDocument,507,2741.30
o7p1-majority,RegisterDocument,508,2741.39
o7p1-majority,RegisterDocument,509,2741.45
o7p1-majority,RegisterDocument,510,2741.52
o7p1-majority,RegisterDocument,511,2741.56
o7p1-majority,RegisterDocument,512,2741.76
o7p1-majority,RegisterDocument,513,2741.76
o7p1-majority,RegisterDocument,514,2741.90
o7p1-majority,RegisterDocument,515,2741.95
o7p1-majority,RegisterDocument,516,2741.95
o7p1-majority,RegisterDocument,517,2742.01
o7p1-majority,RegisterDocument,518,2742.01
o7p1-majority,RegisterDocument,519,2742.13
o7p1-majority,RegisterDocument,520,2742.19
o7p1-majority,RegisterDocument,521,2742.19
o7p1-majority,RegisterDocument,522,2742.25
o7p1-majority,RegisterDocument,523,2742.32
o7p1-majority,RegisterDocument,524,2742.47
o7p1-majority,RegisterDocument,525,2742.50
o7p1-majority,RegisterDocument,526,2742.71
o7p1-majority,RegisterDocument,527,2742.71
o7p1-majority,RegisterDocument,528,2742.80
o7p1-majority,RegisterDocument,529,2742.90
o7p1-majority,RegisterDocument,530,2742.94
o7p1-majority,RegisterDocument,531,2743.12
o7p1-majority,RegisterDocument,532,2743.12
o7p1-majority,RegisterDocument,533,2743.23
o7p1-majority,RegisterDocument,534,2743.24
o7p1-majority,RegisterDocument,535,2743.28
o7p1-majority,RegisterDocument,536,2743.56
o7p1-majority,RegisterDocument,537,2743.57
o7p1-majority,RegisterDocument,538,2743.59
o7p1-majority,RegisterDocument,539,2743.81
o7p1-majority,RegisterDocument,540,2743.89
o7p1-majority,RegisterDocument,541,2743.93
o7p1-majority,RegisterDocument,542,2744.02
o7p1-majority,RegisterDocument,543,2744.04
o7p1-majority,RegisterDocument,544,2744.06
o7p1-majority,RegisterDocument,545,2744.08
o7p1-majority,RegisterDocument,546,2744.15
o7p1-majority,RegisterDocument,547,2744.22
o7p1-majority,RegisterDocument,548,2744.62
o7p1-majority,RegisterDocument,549,2744.67
o7p1-majority,RegisterDocument,550,2744.71
o7p1-majority,RegisterDocument,551,2744.87
o7p1-majority,RegisterDocument,552,2744.94
o7p1-majority,RegisterDocument,553,2745.25
