label,orgs,peers_per_org,policy,write_conc,write_ok,write_fail,write_tps,write_p50_ms,write_p95_ms,read_n,read_p50_ms,read_p95_ms
o7p1-majority,7,1,majority,100,2000,0,35.7,2785,2937,100,5.46,7.20
