checkpoint,function,sample,doc_id,latency_ms
1000000,CheckAccess,0,LG-542044,7.96
1000000,CheckAccess,1,LG-236904,8.98
1000000,CheckAccess,2,LG-560064,8.43
1000000,CheckAccess,3,LG-379626,12.83
1000000,CheckAccess,4,LG-651804,11.48
1000000,CheckAccess,5,LG-599946,7.28
1000000,CheckAccess,6,LG-659949,9.52
1000000,CheckAccess,7,LG-487037,11.44
1000000,CheckAccess,8,LG-149919,7.79
1000000,CheckAccess,9,LG-379915,7.92
1000000,CheckAccess,10,LG-99580,7.94
1000000,CheckAccess,11,LG-269682,7.26
1000000,CheckAccess,12,LG-897418,9.07
1000000,CheckAccess,13,LG-13301,11.45
1000000,CheckAccess,14,LG-82908,9.88
1000000,CheckAccess,15,LG-508524,8.40
1000000,CheckAccess,16,LG-980213,10.05
1000000,CheckAccess,17,LG-898157,9.90
1000000,CheckAccess,18,LG-503705,10.36
1000000,CheckAccess,19,LG-122855,7.94
1000000,CheckAccess,20,LG-781757,7.38
1000000,CheckAccess,21,LG-332013,8.48
1000000,CheckAccess,22,LG-680528,12.11
1000000,CheckAccess,23,LG-160345,11.12
1000000,CheckAccess,24,LG-976626,7.20
1000000,CheckAccess,25,LG-949538,6.84
1000000,CheckAccess,26,LG-77173,8.21
1000000,CheckAccess,27,LG-239217,9.77
1000000,CheckAccess,28,LG-803991,7.05
1000000,CheckAccess,29,LG-203440,7.83
1000000,CheckAccess,30,LG-31878,7.77
1000000,CheckAccess,31,LG-116814,9.60
1000000,CheckAccess,32,LG-263271,10.01
1000000,CheckAccess,33,LG-127412,9.60
1000000,CheckAccess,34,LG-849028,7.72
1000000,CheckAccess,35,LG-954162,8.73
1000000,CheckAccess,36,LG-862502,7.17
1000000,CheckAccess,37,LG-702348,6.09
1000000,CheckAccess,38,LG-277345,6.43
1000000,CheckAccess,39,LG-428287,7.24
1000000,CheckAccess,40,LG-728782,10.48
1000000,CheckAccess,41,LG-580365,9.40
1000000,CheckAccess,42,LG-662787,7.19
1000000,CheckAccess,43,LG-256957,7.97
1000000,CheckAccess,44,LG-681380,7.55
1000000,CheckAccess,45,LG-580642,8.40
1000000,CheckAccess,46,LG-626922,7.21
1000000,CheckAccess,47,LG-119580,7.54
1000000,CheckAccess,48,LG-756382,7.91
1000000,CheckAccess,49,LG-523654,6.65
1000000,CheckAccess,50,LG-981138,8.79
1000000,CheckAccess,51,LG-738320,10.67
1000000,CheckAccess,52,LG-878990,9.09
1000000,CheckAccess,53,LG-80713,12.76
1000000,CheckAccess,54,LG-481985,14.39
1000000,CheckAccess,55,LG-565713,11.93
1000000,CheckAccess,56,LG-859527,10.96
1000000,CheckAccess,57,LG-565602,7.97
1000000,CheckAccess,58,LG-393064,11.16
1000000,CheckAccess,59,LG-111858,9.92
1000000,CheckAccess,60,LG-716232,6.63
1000000,CheckAccess,61,LG-108531,10.40
1000000,CheckAccess,62,LG-45171,7.97
1000000,CheckAccess,63,LG-853504,11.23
1000000,CheckAccess,64,LG-866867,9.99
1000000,CheckAccess,65,LG-714315,7.99
1000000,CheckAccess,66,LG-78049,7.57
1000000,CheckAccess,67,LG-13990,9.02
1000000,CheckAccess,68,LG-654713,8.81
1000000,CheckAccess,69,LG-189367,7.28
1000000,CheckAccess,70,LG-804243,7.35
1000000,CheckAccess,71,LG-437028,7.27
1000000,CheckAccess,72,LG-37616,8.67
1000000,CheckAccess,73,LG-32712,8.33
1000000,CheckAccess,74,LG-346063,10.08
1000000,CheckAccess,75,LG-682997,7.32
1000000,CheckAccess,76,LG-4783,7.50
1000000,CheckAccess,77,LG-665265,8.42
1000000,CheckAccess,78,LG-532903,6.39
1000000,CheckAccess,79,LG-564173,6.89
1000000,CheckAccess,80,LG-448530,8.60
1000000,CheckAccess,81,LG-444265,9.58
1000000,CheckAccess,82,LG-123043,9.74
1000000,CheckAccess,83,LG-989680,7.39
1000000,CheckAccess,84,LG-368218,6.79
1000000,CheckAccess,85,LG-337765,7.84
1000000,CheckAccess,86,LG-243459,9.88
1000000,CheckAccess,87,LG-583429,8.10
1000000,CheckAccess,88,LG-628950,8.66
1000000,CheckAccess,89,LG-633892,8.88
1000000,CheckAccess,90,LG-433902,10.57
1000000,CheckAccess,91,LG-466769,8.60
1000000,CheckAccess,92,LG-396889,9.43
1000000,CheckAccess,93,LG-96911,8.63
1000000,CheckAccess,94,LG-451772,8.36
1000000,CheckAccess,95,LG-751999,8.20
1000000,CheckAccess,96,LG-403426,11.22
1000000,CheckAccess,97,LG-649262,10.96
1000000,CheckAccess,98,LG-261653,11.48
1000000,CheckAccess,99,LG-144095,10.26
1000000,GetDocumentHistory,0,LG-878115,5.85
1000000,GetDocumentHistory,1,LG-348292,7.77
1000000,GetDocumentHistory,2,LG-74173,5.08
1000000,GetDocumentHistory,3,LG-697439,7.75
1000000,GetDocumentHistory,4,LG-993955,6.14
1000000,GetDocumentHistory,5,LG-187011,5.50
1000000,GetDocumentHistory,6,LG-176938,10.44
1000000,GetDocumentHistory,7,LG-96686,10.61
1000000,GetDocumentHistory,8,LG-118156,7.23
1000000,GetDocumentHistory,9,LG-619243,6.17
1000000,GetDocumentHistory,10,LG-733381,7.42
1000000,GetDocumentHistory,11,LG-993552,7.28
1000000,GetDocumentHistory,12,LG-484489,9.16
1000000,GetDocumentHistory,13,LG-917560,8.16
1000000,GetDocumentHistory,14,LG-47852,10.28
1000000,GetDocumentHistory,15,LG-10876,7.22
1000000,GetDocumentHistory,16,LG-92634,6.72
1000000,GetDocumentHistory,17,LG-142217,5.78
1000000,GetDocumentHistory,18,LG-980434,8.20
1000000,GetDocumentHistory,19,LG-143800,8.20
1000000,GetDocumentHistory,20,LG-968714,5.44
1000000,GetDocumentHistory,21,LG-99268,7.01
1000000,GetDocumentHistory,22,LG-884269,7.26
1000000,GetDocumentHistory,23,LG-77407,4.75
1000000,GetDocumentHistory,24,LG-664852,5.47
1000000,GetDocumentHistory,25,LG-139952,8.12
1000000,GetDocumentHistory,26,LG-273673,6.51
1000000,GetDocumentHistory,27,LG-678104,7.15
1000000,GetDocumentHistory,28,LG-877067,5.58
1000000,GetDocumentHistory,29,LG-510937,7.55
1000000,GetDocumentHistory,30,LG-779146,9.27
1000000,GetDocumentHistory,31,LG-460316,9.12
1000000,GetDocumentHistory,32,LG-6448,10.28
1000000,GetDocumentHistory,33,LG-970807,6.21
1000000,GetDocumentHistory,34,LG-532196,6.06
1000000,GetDocumentHistory,35,LG-762272,4.43
1000000,GetDocumentHistory,36,LG-837089,5.09
1000000,GetDocumentHistory,37,LG-671144,4.96
1000000,GetDocumentHistory,38,LG-854752,6.24
1000000,GetDocumentHistory,39,LG-94430,6.17
1000000,GetDocumentHistory,40,LG-401191,8.37
1000000,GetDocumentHistory,41,LG-693032,7.33
1000000,GetDocumentHistory,42,LG-214875,6.72
1000000,GetDocumentHistory,43,LG-203629,7.15
1000000,GetDocumentHistory,44,LG-91029,9.65
1000000,GetDocumentHistory,45,LG-810818,6.30
1000000,GetDocumentHistory,46,LG-312524,8.14
1000000,GetDocumentHistory,47,LG-375648,4.51
1000000,GetDocumentHistory,48,LG-363833,4.85
1000000,GetDocumentHistory,49,LG-797682,8.00
1000000,GetDocumentHistory,50,LG-615467,4.61
1000000,GetDocumentHistory,51,LG-920825,5.22
1000000,GetDocumentHistory,52,LG-681996,5.80
1000000,GetDocumentHistory,53,LG-374081,5.44
1000000,GetDocumentHistory,54,LG-833421,5.20
1000000,GetDocumentHistory,55,LG-284882,5.33
1000000,GetDocumentHistory,56,LG-323897,8.32
1000000,GetDocumentHistory,57,LG-728898,6.47
1000000,GetDocumentHistory,58,LG-62417,6.12
1000000,GetDocumentHistory,59,LG-84124,4.16
1000000,GetDocumentHistory,60,LG-517896,5.38
1000000,GetDocumentHistory,61,LG-811818,7.05
1000000,GetDocumentHistory,62,LG-963307,6.97
1000000,GetDocumentHistory,63,LG-200754,8.28
1000000,GetDocumentHistory,64,LG-519538,5.23
1000000,GetDocumentHistory,65,LG-385920,6.52
1000000,GetDocumentHistory,66,LG-839915,6.62
1000000,GetDocumentHistory,67,LG-590261,5.08
1000000,GetDocumentHistory,68,LG-529661,4.88
1000000,GetDocumentHistory,69,LG-69235,6.27
1000000,GetDocumentHistory,70,LG-991881,4.93
1000000,GetDocumentHistory,71,LG-738213,5.79
1000000,GetDocumentHistory,72,LG-979813,8.18
1000000,GetDocumentHistory,73,LG-544392,5.94
1000000,GetDocumentHistory,74,LG-612013,8.75
1000000,GetDocumentHistory,75,LG-959341,9.59
1000000,GetDocumentHistory,76,LG-656858,7.24
1000000,GetDocumentHistory,77,LG-350012,7.20
1000000,GetDocumentHistory,78,LG-683047,9.62
1000000,GetDocumentHistory,79,LG-20121,7.56
1000000,GetDocumentHistory,80,LG-63678,5.22
1000000,GetDocumentHistory,81,LG-95833,6.89
1000000,GetDocumentHistory,82,LG-76751,7.09
1000000,GetDocumentHistory,83,LG-757439,9.10
1000000,GetDocumentHistory,84,LG-890511,9.36
1000000,GetDocumentHistory,85,LG-795792,7.25
1000000,GetDocumentHistory,86,LG-405959,7.28
1000000,GetDocumentHistory,87,LG-42961,9.05
1000000,GetDocumentHistory,88,LG-819384,9.20
1000000,GetDocumentHistory,89,LG-841000,8.99
1000000,GetDocumentHistory,90,LG-506999,9.38
1000000,GetDocumentHistory,91,LG-399964,7.85
1000000,GetDocumentHistory,92,LG-10417,7.32
1000000,GetDocumentHistory,93,LG-143452,7.12
1000000,GetDocumentHistory,94,LG-998533,6.19
1000000,GetDocumentHistory,95,LG-733300,8.52
1000000,GetDocumentHistory,96,LG-4366,9.89
1000000,GetDocumentHistory,97,LG-52136,7.92
1000000,GetDocumentHistory,98,LG-960111,6.15
1000000,GetDocumentHistory,99,LG-837131,8.25
