label,function,sample,latency_ms
o3p1-single,RegisterDocument,396,2280.99
o3p1-single,RegisterDocument,397,2281.12
o3p1-single,RegisterDocument,398,2281.33
o3p1-single,RegisterDocument,399,2281.48
o3p1-single,RegisterDocument,400,2281.52
o3p1-single,RegisterDocument,401,2281.67
o3p1-single,RegisterDocument,402,2281.81
o3p1-single,RegisterDocument,403,2281.98
o3p1-single,RegisterDocument,404,2282.20
o3p1-single,RegisterDocument,405,2282.20
o3p1-single,RegisterDocument,406,2282.26
o3p1-single,RegisterDocument,407,2282.33
o3p1-single,RegisterDocument,408,2282.35
o3p1-single,RegisterDocument,409,2282.43
o3p1-single,RegisterDocument,410,2282.68
o3p1-single,RegisterDocument,411,2282.74
o3p1-single,RegisterDocument,412,2282.76
o3p1-single,RegisterDocument,413,2282.77
o3p1-single,RegisterDocument,414,2282.97
o3p1-single,RegisterDocument,415,2283.03
o3p1-single,RegisterDocument,416,2283.10
o3p1-single,RegisterDocument,417,2283.16
o3p1-single,RegisterDocument,418,2283.31
o3p1-single,RegisterDocument,419,2283.47
o3p1-single,RegisterDocument,420,2283.50
o3p1-single,RegisterDocument,421,2283.63
o3p1-single,RegisterDocument,422,2283.67
o3p1-single,RegisterDocument,423,2283.77
o3p1-single,RegisterDocument,424,2283.94
o3p1-single,RegisterDocument,425,2284.13
o3p1-single,RegisterDocument,426,2284.22
o3p1-single,RegisterDocument,427,2284.23
o3p1-single,RegisterDocument,428,2284.42
o3p1-single,RegisterDocument,429,2284.52
o3p1-single,RegisterDocument,430,2284.55
o3p1-single,RegisterDocument,431,2284.90
o3p1-single,RegisterDocument,432,2284.95
o3p1-single,RegisterDocument,433,2285.03
o3p1-single,RegisterDocument,434,2285.06
o3p1-single,RegisterDocument,435,2285.20
o3p1-single,RegisterDocument,436,2285.21
o3p1-single,RegisterDocument,437,2285.31
o3p1-single,RegisterDocument,438,2285.35
o3p1-single,RegisterDocument,439,2285.38
o3p1-single,RegisterDocument,440,2285.58
o3p1-single,RegisterDocument,441,2285.63
o3p1-single,RegisterDocument,442,2285.71
o3p1-single,RegisterDocument,443,2285.92
o3p1-single,RegisterDocument,444,2286.09
o3p1-single,RegisterDocument,445,2286.24
o3p1-single,RegisterDocument,446,2286.44
o3p1-single,RegisterDocument,447,2286.44
o3p1-single,RegisterDocument,448,2286.50
o3p1-single,RegisterDocument,449,2286.50
o3p1-single,RegisterDocument,450,2286.51
o3p1-single,RegisterDocument,451,2286.59
o3p1-single,RegisterDocument,452,2286.78
o3p1-single,RegisterDocument,453,2286.92
o3p1-single,RegisterDocument,454,2286.97
o3p1-single,RegisterDocument,455,2287.09
o3p1-single,RegisterDocument,456,2287.19
o3p1-single,RegisterDocument,457,2287.21
o3p1-single,RegisterDocument,458,2287.23
o3p1-single,RegisterDocument,459,2287.42
o3p1-single,RegisterDocument,460,2287.46
o3p1-single,RegisterDocument,461,2287.49
o3p1-single,RegisterDocument,462,2287.51
o3p1-single,RegisterDocument,463,2287.57
o3p1-single,RegisterDocument,464,2287.68
o3p1-single,RegisterDocument,465,2287.69
o3p1-single,RegisterDocument,466,2287.78
o3p1-single,RegisterDocument,467,2287.82
o3p1-single,RegisterDocument,468,2287.82
o3p1-single,RegisterDocument,469,2287.83
o3p1-single,RegisterDocument,470,2287.86
o3p1-single,RegisterDocument,471,2287.89
o3p1-single,RegisterDocument,472,2287.92
o3p1-single,RegisterDocument,473,2287.96
o3p1-single,RegisterDocument,474,2287.99
o3p1-single,RegisterDocument,475,2288.04
o3p1-single,RegisterDocument,476,2288.11
o3p1-single,RegisterDocument,477,2288.14
o3p1-single,RegisterDocument,478,2288.15
o3p1-single,RegisterDocument,479,2288.24
o3p1-single,RegisterDocument,480,2288.39
o3p1-single,RegisterDocument,481,2288.41
o3p1-single,RegisterDocument,482,2288.45
o3p1-single,RegisterDocument,483,2288.46
o3p1-single,RegisterDocument,484,2288.46
o3p1-single,RegisterDocument,485,2288.64
o3p1-single,RegisterDocument,486,2288.69
o3p1-single,RegisterDocument,487,2288.69
o3p1-single,RegisterDocument,488,2288.73
o3p1-single,RegisterDocument,489,2288.73
o3p1-single,RegisterDocument,490,2288.81
o3p1-single,RegisterDocument,491,2288.84
o3p1-single,RegisterDocument,492,2288.94
o3p1-single,RegisterDocument,493,2288.98
o3p1-single,RegisterDocument,494,2289.23
o3p1-single,RegisterDocument,495,2289.37
o3p1-single,RegisterDocument,496,2289.38
o3p1-single,RegisterDocument,497,2289.43
o3p1-single,RegisterDocument,498,2289.49
o3p1-single,RegisterDocument,499,2289.49
o3p1-single,RegisterDocument,500,2289.49
o3p1-single,RegisterDocument,501,2289.54
o3p1-single,RegisterDocument,502,2289.54
o3p1-single,RegisterDocument,503,2289.70
o3p1-single,RegisterDocument,504,2289.73
o3p1-single,RegisterDocument,505,2289.76
o3p1-single,RegisterDocument,506,2289.77
o3p1-single,RegisterDocument,507,2289.78
o3p1-single,RegisterDocument,508,2289.80
o3p1-single,RegisterDocument,509,2289.80
o3p1-single,RegisterDocument,510,2289.84
o3p1-single,RegisterDocument,511,2289.91
o3p1-single,RegisterDocument,512,2290.12
o3p1-single,RegisterDocument,513,2290.21
o3p1-single,RegisterDocument,514,2290.25
o3p1-single,RegisterDocument,515,2290.35
o3p1-single,RegisterDocument,516,2290.61
o3p1-single,RegisterDocument,517,2290.75
o3p1-single,RegisterDocument,518,2290.98
o3p1-single,RegisterDocument,519,2291.07
o3p1-single,RegisterDocument,520,2291.11
o3p1-single,RegisterDocument,521,2291.20
o3p1-single,RegisterDocument,522,2291.28
o3p1-single,RegisterDocument,523,2291.55
o3p1-single,RegisterDocument,524,2291.61
o3p1-single,RegisterDocument,525,2291.63
o3p1-single,RegisterDocument,526,2291.96
o3p1-single,RegisterDocument,527,2292.05
o3p1-single,RegisterDocument,528,2292.45
o3p1-single,RegisterDocument,529,2292.56
o3p1-single,RegisterDocument,530,2292.61
o3p1-single,RegisterDocument,531,2292.63
o3p1-single,RegisterDocument,532,2292.77
o3p1-single,RegisterDocument,533,2292.83
o3p1-single,RegisterDocument,534,2292.84
o3p1-single,RegisterDocument,535,2292.88
o3p1-single,RegisterDocument,536,2292.96
o3p1-single,RegisterDocument,537,2292.97
o3p1-single,RegisterDocument,538,2292.98
o3p1-single,RegisterDocument,539,2293.18
o3p1-single,RegisterDocument,540,2293.25
o3p1-single,RegisterDocument,541,2293.31
o3p1-single,RegisterDocument,542,2293.35
o3p1-single,RegisterDocument,543,2293.38
o3p1-single,RegisterDocument,544,2293.41
o3p1-single,RegisterDocument,545,2293.43
o3p1-single,RegisterDocument,546,2293.46
o3p1-single,RegisterDocument,547,2293.53
o3p1-single,RegisterDocument,548,2293.53
o3p1-single,RegisterDocument,549,2293.69
o3p1-single,RegisterDocument,550,2293.91
o3p1-single,RegisterDocument,551,2293.93
o3p1-single,RegisterDocument,552,2294.17
o3p1-single,RegisterDocument,553,2294.18
o3p1-single,RegisterDocument,554,2294.23
o3p1-single,RegisterDocument,555,2294.23
o3p1-single,RegisterDocument,556,2294.24
o3p1-single,RegisterDocument,557,2294.28
o3p1-single,RegisterDocument,558,2294.33
o3p1-single,RegisterDocument,559,2294.45
o3p1-single,RegisterDocument,560,2294.46
o3p1-single,RegisterDocument,561,2294.59
o3p1-single,RegisterDocument,562,2294.65
o3p1-single,RegisterDocument,563,2294.70
o3p1-single,RegisterDocument,564,2294.72
o3p1-single,RegisterDocument,565,2294.93
o3p1-single,RegisterDocument,566,2295.15
o3p1-single,RegisterDocument,567,2295.19
o3p1-single,RegisterDocument,568,2295.29
o3p1-single,RegisterDocument,569,2295.29
o3p1-single,RegisterDocument,570,2295.33
o3p1-single,RegisterDocument,571,2295.38
o3p1-single,RegisterDocument,572,2295.59
o3p1-single,RegisterDocument,573,2295.77
o3p1-single,RegisterDocument,574,2295.77
o3p1-single,RegisterDocument,575,2295.93
o3p1-single,RegisterDocument,576,2295.98
o3p1-single,RegisterDocument,577,2295.98
o3p1-single,RegisterDocument,578,2296.03
o3p1-single,RegisterDocument,579,2296.07
o3p1-single,RegisterDocument,580,2296.16
o3p1-single,RegisterDocument,581,2296.18
o3p1-single,RegisterDocument,582,2296.23
o3p1-single,RegisterDocument,583,2296.25
o3p1-single,RegisterDocument,584,2296.34
o3p1-single,RegisterDocument,585,2296.36
o3p1-single,RegisterDocument,586,2296.38
o3p1-single,RegisterDocument,587,2296.48
o3p1-single,RegisterDocument,588,2296.56
o3p1-single,RegisterDocument,589,2296.56
o3p1-single,RegisterDocument,590,2296.60
o3p1-single,RegisterDocument,591,2296.71
o3p1-single,RegisterDocument,592,2296.94
o3p1-single,RegisterDocument,593,2296.95
o3p1-single,RegisterDocument,594,2296.96
o3p1-single,RegisterDocument,595,2296.98
o3p1-single,RegisterDocument,596,2297.06
o3p1-single,RegisterDocument,597,2297.07
o3p1-single,RegisterDocument,598,2297.27
o3p1-single,RegisterDocument,599,2297.39
o3p1-single,RegisterDocument,600,2297.42
o3p1-single,RegisterDocument,601,2297.54
o3p1-single,RegisterDocument,602,2297.55
o3p1-single,RegisterDocument,603,2297.59
o3p1-single,RegisterDocument,604,2297.67
o3p1-single,RegisterDocument,605,2297.74
o3p1-single,RegisterDocument,606,2297.90
o3p1-single,RegisterDocument,607,2298.12
o3p1-single,RegisterDocument,608,2298.37
o3p1-single,RegisterDocument,609,2298.45
o3p1-single,RegisterDocument,610,2298.57
o3p1-single,RegisterDocument,611,2298.57
o3p1-single,RegisterDocument,612,2298.71
o3p1-single,RegisterDocument,613,2298.74
o3p1-single,RegisterDocument,614,2298.76
o3p1-single,RegisterDocument,615,2298.84
o3p1-single,RegisterDocument,616,2298.84
o3p1-single,RegisterDocument,617,2298.85
o3p1-single,RegisterDocument,618,2298.86
o3p1-single,RegisterDocument,619,2298.89
o3p1-single,RegisterDocument,620,2298.94
o3p1-single,RegisterDocument,621,2298.95
o3p1-single,RegisterDocument,622,2299.15
o3p1-single,RegisterDocument,623,2299.23
o3p1-single,RegisterDocument,624,2299.23
o3p1-single,RegisterDocument,625,2299.65
o3p1-single,RegisterDocument,626,2299.69
o3p1-single,RegisterDocument,627,2299.80
o3p1-single,RegisterDocument,628,2299.83
o3p1-single,RegisterDocument,629,2299.92
o3p1-single,RegisterDocument,630,2299.98
o3p1-single,RegisterDocument,631,2300.43
o3p1-single,RegisterDocument,632,2300.44
o3p1-single,RegisterDocument,633,2300.47
o3p1-single,RegisterDocument,634,2300.49
o3p1-single,RegisterDocument,635,2300.58
o3p1-single,RegisterDocument,636,2300.73
o3p1-single,RegisterDocument,637,2300.73
o3p1-single,RegisterDocument,638,2300.75
o3p1-single,RegisterDocument,639,2300.86
o3p1-single,RegisterDocument,640,2300.86
o3p1-single,RegisterDocument,641,2300.89
o3p1-single,RegisterDocument,642,2300.93
o3p1-single,RegisterDocument,643,2301.08
o3p1-single,RegisterDocument,644,2301.19
o3p1-single,RegisterDocument,645,2301.37
o3p1-single,RegisterDocument,646,2301.52
o3p1-single,RegisterDocument,647,2301.56
o3p1-single,RegisterDocument,648,2301.62
o3p1-single,RegisterDocument,649,2301.72
o3p1-single,RegisterDocument,650,2301.79
o3p1-single,RegisterDocument,651,2301.97
o3p1-single,RegisterDocument,652,2302.10
o3p1-single,RegisterDocument,653,2302.14
o3p1-single,RegisterDocument,654,2302.15
o3p1-single,RegisterDocument,655,2302.26
o3p1-single,RegisterDocument,656,2302.40
o3p1-single,RegisterDocument,657,2302.40
o3p1-single,RegisterDocument,658,2302.43
o3p1-single,RegisterDocument,659,2302.53
o3p1-single,RegisterDocument,660,2302.58
o3p1-single,RegisterDocument,661,2302.72
o3p1-single,RegisterDocument,662,2302.73
o3p1-single,RegisterDocument,663,2302.86
o3p1-single,RegisterDocument,664,2302.97
o3p1-single,RegisterDocument,665,2302.97
o3p1-single,RegisterDocument,666,2303.05
o3p1-single,RegisterDocument,667,2303.14
o3p1-single,RegisterDocument,668,2303.14
o3p1-single,RegisterDocument,669,2303.33
o3p1-single,RegisterDocument,670,2303.45
o3p1-single,RegisterDocument,671,2303.50
o3p1-single,RegisterDocument,672,2303.55
o3p1-single,RegisterDocument,673,2303.55
o3p1-single,RegisterDocument,674,2303.63
o3p1-single,RegisterDocument,675,2303.68
o3p1-single,RegisterDocument,676,2303.73
o3p1-single,RegisterDocument,677,2303.77
o3p1-single,RegisterDocument,678,2303.78
o3p1-single,RegisterDocument,679,2303.84
o3p1-single,RegisterDocument,680,2303.86
o3p1-single,RegisterDocument,681,2303.88
o3p1-single,RegisterDocument,682,2303.93
o3p1-single,RegisterDocument,683,2303.96
o3p1-single,RegisterDocument,684,2304.11
o3p1-single,RegisterDocument,685,2304.11
o3p1-single,RegisterDocument,686,2304.14
o3p1-single,RegisterDocument,687,2304.18
o3p1-single,RegisterDocument,688,2304.19
o3p1-single,RegisterDocument,689,2304.27
o3p1-single,RegisterDocument,690,2304.33
o3p1-single,RegisterDocument,691,2304.43
o3p1-single,RegisterDocument,692,2304.43
o3p1-single,RegisterDocument,693,2304.52
o3p1-single,RegisterDocument,694,2304.52
o3p1-single,RegisterDocument,695,2304.60
o3p1-single,RegisterDocument,696,2304.62
o3p1-single,RegisterDocument,697,2304.63
o3p1-single,RegisterDocument,698,2304.64
o3p1-single,RegisterDocument,699,2304.72
o3p1-single,RegisterDocument,700,2304.73
o3p1-single,RegisterDocument,701,2304.77
o3p1-single,RegisterDocument,702,2304.90
o3p1-single,RegisterDocument,703,2304.99
o3p1-single,RegisterDocument,704,2304.99
o3p1-single,RegisterDocument,705,2305.17
o3p1-single,RegisterDocument,706,2305.40
o3p1-single,RegisterDocument,707,2305.52
o3p1-single,RegisterDocument,708,2305.59
o3p1-single,RegisterDocument,709,2305.61
o3p1-single,RegisterDocument,710,2305.61
o3p1-single,RegisterDocument,711,2305.62
o3p1-single,RegisterDocument,712,2305.68
o3p1-single,RegisterDocument,713,2305.70
o3p1-single,RegisterDocument,714,2305.71
o3p1-single,RegisterDocument,715,2305.90
o3p1-single,RegisterDocument,716,2305.91
o3p1-single,RegisterDocument,717,2306.12
o3p1-single,RegisterDocument,718,2306.22
o3p1-single,RegisterDocument,719,2306.24
o3p1-single,RegisterDocument,720,2306.28
o3p1-single,RegisterDocument,721,2306.30
o3p1-single,RegisterDocument,722,2306.32
o3p1-single,RegisterDocument,723,2306.41
o3p1-single,RegisterDocument,724,2306.42
o3p1-single,RegisterDocument,725,2306.53
o3p1-single,RegisterDocument,726,2306.57
o3p1-single,RegisterDocument,727,2306.62
o3p1-single,RegisterDocument,728,2306.68
o3p1-single,RegisterDocument,729,2306.71
o3p1-single,RegisterDocument,730,2306.75
o3p1-single,RegisterDocument,731,2306.79
o3p1-single,RegisterDocument,732,2306.82
o3p1-single,RegisterDocument,733,2306.85
o3p1-single,RegisterDocument,734,2307.01
o3p1-single,RegisterDocument,735,2307.17
o3p1-single,RegisterDocument,736,2307.18
o3p1-single,RegisterDocument,737,2307.18
o3p1-single,RegisterDocument,738,2307.40
o3p1-single,RegisterDocument,739,2307.42
o3p1-single,RegisterDocument,740,2307.43
o3p1-single,RegisterDocument,741,2307.48
o3p1-single,RegisterDocument,742,2307.77
o3p1-single,RegisterDocument,743,2307.83
o3p1-single,RegisterDocument,744,2307.86
o3p1-single,RegisterDocument,745,2307.88
o3p1-single,RegisterDocument,746,2307.98
o3p1-single,RegisterDocument,747,2307.98
o3p1-single,RegisterDocument,748,2308.08
o3p1-single,RegisterDocument,749,2308.09
o3p1-single,RegisterDocument,750,2308.09
o3p1-single,RegisterDocument,751,2308.09
o3p1-single,RegisterDocument,752,2308.12
o3p1-single,RegisterDocument,753,2308.19
o3p1-single,RegisterDocument,754,2308.24
o3p1-single,RegisterDocument,755,2308.34
o3p1-single,RegisterDocument,756,2308.36
o3p1-single,RegisterDocument,757,2308.52
o3p1-single,RegisterDocument,758,2308.60
o3p1-single,RegisterDocument,759,2308.63
o3p1-single,RegisterDocument,760,2308.65
o3p1-single,RegisterDocument,761,2308.71
o3p1-single,RegisterDocument,762,2308.74
o3p1-single,RegisterDocument,763,2308.78
o3p1-single,RegisterDocument,764,2308.85
o3p1-single,RegisterDocument,765,2308.92
o3p1-single,RegisterDocument,766,2308.99
o3p1-single,RegisterDocument,767,2308.99
o3p1-single,RegisterDocument,768,2309.00
o3p1-single,RegisterDocument,769,2309.06
o3p1-single,RegisterDocument,770,2309.07
o3p1-single,RegisterDocument,771,2309.09
o3p1-single,RegisterDocument,772,2309.14
o3p1-single,RegisterDocument,773,2309.23
o3p1-single,RegisterDocument,774,2309.37
o3p1-single,RegisterDocument,775,2309.54
o3p1-single,RegisterDocument,776,2309.58
o3p1-single,RegisterDocument,777,2309.61
o3p1-single,RegisterDocument,778,2309.62
o3p1-single,RegisterDocument,779,2309.63
o3p1-single,RegisterDocument,780,2309.66
o3p1-single,RegisterDocument,781,2309.66
o3p1-single,RegisterDocument,782,2309.72
o3p1-single,RegisterDocument,783,2309.83
o3p1-single,RegisterDocument,784,2309.84
o3p1-single,RegisterDocument,785,2309.91
o3p1-single,RegisterDocument,786,2309.93
o3p1-single,RegisterDocument,787,2309.95
o3p1-single,RegisterDocument,788,2310.27
o3p1-single,RegisterDocument,789,2310.33
o3p1-single,RegisterDocument,790,2310.34
o3p1-single,RegisterDocument,791,2310.36
o3p1-single,RegisterDocument,792,2310.45
o3p1-single,RegisterDocument,793,2310.49
o3p1-single,RegisterDocument,794,2310.52
o3p1-single,RegisterDocument,795,2310.64
o3p1-single,RegisterDocument,796,2310.67
o3p1-single,RegisterDocument,797,2310.85
o3p1-single,RegisterDocument,798,2310.88
o3p1-single,RegisterDocument,799,2311.07
o3p1-single,RegisterDocument,800,2311.15
o3p1-single,RegisterDocument,801,2311.28
o3p1-single,RegisterDocument,802,2311.38
o3p1-single,RegisterDocument,803,2311.38
o3p1-single,RegisterDocument,804,2311.43
o3p1-single,RegisterDocument,805,2311.45
o3p1-single,RegisterDocument,806,2311.48
o3p1-single,RegisterDocument,807,2311.53
o3p1-single,RegisterDocument,808,2311.59
o3p1-single,RegisterDocument,809,2311.67
o3p1-single,RegisterDocument,810,2311.81
o3p1-single,RegisterDocument,811,2311.86
o3p1-single,RegisterDocument,812,2311.86
o3p1-single,RegisterDocument,813,2311.89
o3p1-single,RegisterDocument,814,2311.90
o3p1-single,RegisterDocument,815,2311.98
o3p1-single,RegisterDocument,816,2312.04
o3p1-single,RegisterDocument,817,2312.10
o3p1-single,RegisterDocument,818,2312.19
o3p1-single,RegisterDocument,819,2312.35
o3p1-single,RegisterDocument,820,2312.38
o3p1-single,RegisterDocument,821,2312.39
o3p1-single,RegisterDocument,822,2312.51
o3p1-single,RegisterDocument,823,2312.62
o3p1-single,RegisterDocument,824,2312.72
o3p1-single,RegisterDocument,825,2312.78
o3p1-single,RegisterDocument,826,2312.87
o3p1-single,RegisterDocument,827,2312.90
o3p1-single,RegisterDocument,828,2312.94
o3p1-single,RegisterDocument,829,2312.99
o3p1-single,RegisterDocument,830,2312.99
o3p1-single,RegisterDocument,831,2313.02
o3p1-single,RegisterDocument,832,2313.13
o3p1-single,RegisterDocument,833,2313.21
o3p1-single,RegisterDocument,834,2313.32
o3p1-single,RegisterDocument,835,2313.38
o3p1-single,RegisterDocument,836,2313.49
o3p1-single,RegisterDocument,837,2313.52
o3p1-single,RegisterDocument,838,2313.61
o3p1-single,RegisterDocument,839,2313.62
o3p1-single,RegisterDocument,840,2313.67
o3p1-single,RegisterDocument,841,2313.68
o3p1-single,RegisterDocument,842,2313.68
o3p1-single,RegisterDocument,843,2313.72
o3p1-single,RegisterDocument,844,2313.80
o3p1-single,RegisterDocument,845,2313.80
o3p1-single,RegisterDocument,846,2313.81
o3p1-single,RegisterDocument,847,2313.94
o3p1-single,RegisterDocument,848,2314.01
o3p1-single,RegisterDocument,849,2314.15
o3p1-single,RegisterDocument,850,2314.35
o3p1-single,RegisterDocument,851,2314.35
o3p1-single,RegisterDocument,852,2314.66
o3p1-single,RegisterDocument,853,2314.71
o3p1-single,RegisterDocument,854,2314.92
o3p1-single,RegisterDocument,855,2314.99
o3p1-single,RegisterDocument,856,2315.04
o3p1-single,RegisterDocument,857,2315.44
o3p1-single,RegisterDocument,858,2315.47
o3p1-single,RegisterDocument,859,2315.48
o3p1-single,RegisterDocument,860,2315.51
o3p1-single,RegisterDocument,861,2315.52
o3p1-single,RegisterDocument,862,2315.56
o3p1-single,RegisterDocument,863,2315.57
o3p1-single,RegisterDocument,864,2315.69
o3p1-single,RegisterDocument,865,2315.85
o3p1-single,RegisterDocument,866,2315.88
o3p1-single,RegisterDocument,867,2315.94
o3p1-single,RegisterDocument,868,2316.00
o3p1-single,RegisterDocument,869,2316.04
o3p1-single,RegisterDocument,870,2316.09
o3p1-single,RegisterDocument,871,2316.09
o3p1-single,RegisterDocument,872,2316.11
o3p1-single,RegisterDocument,873,2316.15
o3p1-single,RegisterDocument,874,2316.16
o3p1-single,RegisterDocument,875,2316.27
o3p1-single,RegisterDocument,876,2316.28
o3p1-single,RegisterDocument,877,2316.30
o3p1-single,RegisterDocument,878,2316.35
o3p1-single,RegisterDocument,879,2316.39
o3p1-single,RegisterDocument,880,2316.46
o3p1-single,RegisterDocument,881,2316.55
o3p1-single,RegisterDocument,882,2316.59
o3p1-single,RegisterDocument,883,2316.61
o3p1-single,RegisterDocument,884,2316.65
o3p1-single,RegisterDocument,885,2316.68
o3p1-single,RegisterDocument,886,2316.71
o3p1-single,RegisterDocument,887,2316.76
o3p1-single,RegisterDocument,888,2316.84
o3p1-single,RegisterDocument,889,2316.84
o3p1-single,RegisterDocument,890,2316.98
o3p1-single,RegisterDocument,891,2317.01
o3p1-single,RegisterDocument,892,2317.04
o3p1-single,RegisterDocument,893,2317.15
o3p1-single,RegisterDocument,894,2317.19
o3p1-single,RegisterDocument,895,2317.20
o3p1-single,RegisterDocument,896,2317.21
o3p1-single,RegisterDocument,897,2317.34
o3p1-single,RegisterDocument,898,2317.38
o3p1-single,RegisterDocument,899,2317.62
o3p1-single,RegisterDocument,900,2318.08
o3p1-single,RegisterDocument,901,2318.10
o3p1-single,RegisterDocument,902,2318.13
o3p1-single,RegisterDocument,903,2318.29
o3p1-single,RegisterDocument,904,2318.38
o3p1-single,RegisterDocument,905,2318.39
o3p1-single,RegisterDocument,906,2318.43
o3p1-single,RegisterDocument,907,2318.44
o3p1-single,RegisterDocument,908,2318.56
o3p1-single,RegisterDocument,909,2318.61
o3p1-single,RegisterDocument,910,2318.61
o3p1-single,RegisterDocument,911,2318.68
o3p1-single,RegisterDocument,912,2318.73
o3p1-single,RegisterDocument,913,2318.74
o3p1-single,RegisterDocument,914,2318.83
o3p1-single,RegisterDocument,915,2318.84
o3p1-single,RegisterDocument,916,2319.07
o3p1-single,RegisterDocument,917,2319.09
o3p1-single,RegisterDocument,918,2319.28
o3p1-single,RegisterDocument,919,2319.29
o3p1-single,RegisterDocument,920,2319.29
o3p1-single,RegisterDocument,921,2319.46
o3p1-single,RegisterDocument,922,2319.49
o3p1-single,RegisterDocument,923,2319.58
o3p1-single,RegisterDocument,924,2319.61
o3p1-single,RegisterDocument,925,2319.74
o3p1-single,RegisterDocument,926,2320.06
o3p1-single,RegisterDocument,927,2320.19
o3p1-single,RegisterDocument,928,2320.20
o3p1-single,RegisterDocument,929,2320.22
o3p1-single,RegisterDocument,930,2320.32
o3p1-single,RegisterDocument,931,2320.46
o3p1-single,RegisterDocument,932,2320.58
o3p1-single,RegisterDocument,933,2320.76
o3p1-single,RegisterDocument,934,2320.77
o3p1-single,RegisterDocument,935,2320.79
o3p1-single,RegisterDocument,936,2320.92
o3p1-single,RegisterDocument,937,2320.94
o3p1-single,RegisterDocument,938,2320.95
o3p1-single,RegisterDocument,939,2320.97
o3p1-single,RegisterDocument,940,2320.99
o3p1-single,RegisterDocument,941,2321.13
o3p1-single,RegisterDocument,942,2321.15
o3p1-single,RegisterDocument,943,2321.34
o3p1-single,RegisterDocument,944,2321.34
o3p1-single,RegisterDocument,945,2321.35
o3p1-single,RegisterDocument,946,2321.35
o3p1-single,RegisterDocument,947,2321.37
o3p1-single,RegisterDocument,948,2321.40
o3p1-single,RegisterDocument,949,2321.52
o3p1-single,RegisterDocument,950,2321.81
o3p1-single,RegisterDocument,951,2321.83
o3p1-single,RegisterDocument,952,2321.98
o3p1-single,RegisterDocument,953,2322.06
o3p1-single,RegisterDocument,954,2322.12
o3p1-single,RegisterDocument,955,2322.26
o3p1-single,RegisterDocument,956,2322.28
o3p1-single,RegisterDocument,957,2322.33
o3p1-single,RegisterDocument,958,2322.34
o3p1-single,RegisterDocument,959,2322.34
o3p1-single,RegisterDocument,960,2322.38
o3p1-single,RegisterDocument,961,2322.40
o3p1-single,RegisterDocument,962,2322.43
o3p1-single,RegisterDocument,963,2322.44
o3p1-single,RegisterDocument,964,2322.44
o3p1-single,RegisterDocument,965,2322.47
o3p1-single,RegisterDocument,966,2322.73
o3p1-single,RegisterDocument,967,2322.73
o3p1-single,RegisterDocument,968,2322.75
o3p1-single,RegisterDocument,969,2322.75
o3p1-single,RegisterDocument,970,2322.90
o3p1-single,RegisterDocument,971,2322.97
o3p1-single,RegisterDocument,972,2323.12
o3p1-single,RegisterDocument,973,2323.17
o3p1-single,RegisterDocument,974,2323.29
o3p1-single,RegisterDocument,975,2323.39
o3p1-single,RegisterDocument,976,2323.41
o3p1-single,RegisterDocument,977,2323.66
o3p1-single,RegisterDocument,978,2323.67
o3p1-single,RegisterDocument,979,2323.69
o3p1-single,RegisterDocument,980,2323.74
o3p1-single,RegisterDocument,981,2323.88
o3p1-single,RegisterDocument,982,2323.97
o3p1-single,RegisterDocument,983,2323.98
o3p1-single,RegisterDocument,984,2324.00
o3p1-single,RegisterDocument,985,2324.01
o3p1-single,RegisterDocument,986,2324.12
o3p1-single,RegisterDocument,987,2324.22
o3p1-single,RegisterDocument,988,2324.22
o3p1-single,RegisterDocument,989,2324.25
o3p1-single,RegisterDocument,990,2324.27
o3p1-single,RegisterDocument,991,2324.29
o3p1-single,RegisterDocument,992,2324.35
o3p1-single,RegisterDocument,993,2324.41
o3p1-single,RegisterDocument,994,2324.41
o3p1-single,RegisterDocument,995,2324.44
o3p1-single,RegisterDocument,996,2324.46
o3p1-single,RegisterDocument,997,2324.51
o3p1-single,RegisterDocument,998,2324.53
o3p1-single,RegisterDocument,999,2324.54
o3p1-single,RegisterDocument,1000,2324.59
o3p1-single,RegisterDocument,1001,2324.62
o3p1-single,RegisterDocument,1002,2324.64
o3p1-single,RegisterDocument,1003,2324.65
o3p1-single,RegisterDocument,1004,2324.67
o3p1-single,RegisterDocument,1005,2324.73
o3p1-single,RegisterDocument,1006,2324.74
o3p1-single,RegisterDocument,1007,2324.77
o3p1-single,RegisterDocument,1008,2325.03
o3p1-single,RegisterDocument,1009,2325.14
o3p1-single,RegisterDocument,1010,2325.15
o3p1-single,RegisterDocument,1011,2325.18
o3p1-single,RegisterDocument,1012,2325.25
o3p1-single,RegisterDocument,1013,2325.25
o3p1-single,RegisterDocument,1014,2325.34
o3p1-single,RegisterDocument,1015,2325.41
o3p1-single,RegisterDocument,1016,2325.44
o3p1-single,RegisterDocument,1017,2325.46
o3p1-single,RegisterDocument,1018,2325.73
o3p1-single,RegisterDocument,1019,2325.83
o3p1-single,RegisterDocument,1020,2325.88
o3p1-single,RegisterDocument,1021,2325.98
o3p1-single,RegisterDocument,1022,2326.35
o3p1-single,RegisterDocument,1023,2326.68
o3p1-single,RegisterDocument,1024,2326.71
o3p1-single,RegisterDocument,1025,2326.82
o3p1-single,RegisterDocument,1026,2326.84
o3p1-single,RegisterDocument,1027,2326.85
o3p1-single,RegisterDocument,1028,2326.94
o3p1-single,RegisterDocument,1029,2326.97
