legalcc,8.578MiB / 7.125GiB,0.00%
peer0.org3.pangochain.com,40.14MiB / 7.125GiB,0.70%
peer0.org2.pangochain.com,39.18MiB / 7.125GiB,2.51%
peer0.org1.pangochain.com,40.95MiB / 7.125GiB,2.74%
couchdb.org1.p0,61.88MiB / 7.125GiB,7.83%
couchdb.org2.p0,62.53MiB / 7.125GiB,7.87%
couchdb.org3.p0,63.83MiB / 7.125GiB,8.50%
orderer2.pangochain.com,17.61MiB / 7.125GiB,0.98%
orderer3.pangochain.com,19.51MiB / 7.125GiB,0.70%
orderer1.pangochain.com,18.53MiB / 7.125GiB,0.78%
