experiment,operation,mode,method,sample_idx,latency_ms,http,platform
exp2,checkaccess,fabric,fabric1,1,21.482,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,2,22.847,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,3,23.944,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,4,20.769,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,5,27.914,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,6,24.613,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,7,24.63,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,8,21.689,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,9,19.118,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,10,16.844,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,11,16.403,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,12,19.57,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,13,16.611,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,14,23.453,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,15,17.393,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,16,14.546,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,17,14.475,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,18,12.279,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,19,19.918,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,20,17.522,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,21,12.632,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,22,18.624,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,23,16.193,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,24,16.549,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,25,16.947,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,26,15.219,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,27,13.371,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,28,12.839,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,29,14.302,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,30,12.508,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,31,12.305,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,32,14.817,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,33,11.71,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,34,13.887,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,35,15.318,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,36,11.503,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,37,12.525,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,38,11.341,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,39,12.71,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,40,11.536,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,41,12.418,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,42,10.009,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,43,11.434,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,44,13.12,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,45,14.219,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,46,13.686,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,47,14.237,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,48,12.583,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,49,10.962,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,50,14.626,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,51,12.503,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,52,13.471,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,53,12.56,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,54,17.068,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,55,12.531,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,56,13.977,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,57,12.471,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,58,12.63,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,59,17.92,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,60,15.38,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,61,14.349,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,62,16.361,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,63,13.975,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,64,12.54,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,65,15.435,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,66,14.954,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,67,13.868,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,68,11.197,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,69,12.445,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,70,12.453,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,71,13.659,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,72,10.664,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,73,13.865,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,74,11.838,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,75,17.924,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,76,19.557,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,77,29.775,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,78,19.098,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,79,17.239,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,80,13.422,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,81,12.544,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,82,11.541,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,83,14.441,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,84,14.612,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,85,10.287,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,86,11.019,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,87,9.938,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,88,10.114,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,89,10.049,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,90,12.849,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,91,12.787,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,92,9.695,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,93,12.429,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,94,9.825,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,95,10.626,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,96,10.103,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,97,9.987,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,98,12.521,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,99,14.229,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,100,11.597,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,101,10.844,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,102,10.155,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,103,12.483,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,104,10.284,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,105,9.651,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,106,9.403,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,107,10.526,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,108,10.406,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,109,11.728,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,110,10.886,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,111,12.694,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,112,13.922,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,113,16.403,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,114,13.705,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,115,14.003,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,116,13.809,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,117,13.001,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,118,12.798,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,119,10.218,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,120,11.903,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,1,2108.298,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,2,2093.497,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,3,2101.364,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,4,2209.803,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,5,2206.059,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,6,2098.609,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,7,2097.865,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,8,2098.997,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,9,2114.259,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,10,2082.28,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,11,2086.157,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,12,2130.085,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,13,2091.81,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,14,2084.489,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,15,2082.497,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,16,2080.857,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,17,2095.557,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,18,2092.415,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,19,2089.321,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,20,2093.689,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,21,2090.196,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,22,2095.355,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,23,2089.673,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,24,2087.518,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,25,2084.046,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,26,2091.978,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,27,2092.17,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,28,2089.161,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,29,2077.591,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,30,2090.947,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,31,2090.526,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,32,2084.176,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,33,2085.887,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,34,2088.246,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,35,2081.07,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,36,2091.03,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,37,2083.726,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,38,2085.729,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,39,2091.515,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,40,2087.128,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,41,2084.905,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,42,2082.686,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,43,2086.437,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,44,2077.896,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,45,2088.422,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,46,2086.024,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,47,2086.042,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,48,2080.333,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,49,2093.292,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,50,2081.843,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,51,2079.007,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,52,2081.593,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,53,2083.189,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,54,2090.309,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,55,2089.232,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,56,2088.142,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,57,2087.803,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,58,2086.693,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,59,2079.495,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,60,2085.125,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,61,2087.383,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,62,2094.392,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,63,2087.646,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,64,2089.914,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,65,2083.084,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,66,2086.552,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,67,2080.13,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,68,2086.104,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,69,2082.787,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,70,2086.02,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,71,2083.673,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,72,2088.442,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,73,2122.044,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,74,2148.305,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,75,2116.591,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,76,2118.575,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,77,2102.064,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,78,2089.463,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,79,2087.132,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,80,2082.682,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,81,2088.923,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,82,2101.43,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,83,2096.888,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,84,2106.152,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,85,2129.765,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,86,2096.104,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,87,2099.941,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,88,2094.214,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,89,2101.722,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,90,2091.309,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,91,2099.372,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,92,2098.352,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,93,2096.193,200,linux_x86_64
exp2,registerdoc,fabric,fabric1,94,2095.645,200,linux_x86_64
