experiment,operation,mode,method,sample_idx,latency_ms,http,platform
exp2,checkaccess,db_only,dbonly,1,62.83,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,2,14.559,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,3,15.52,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,4,11.704,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,5,10.094,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,6,13.422,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,7,10.45,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,8,13.473,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,9,8.195,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,10,15.331,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,11,9.018,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,12,11.273,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,13,12.143,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,14,8.529,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,15,8.74,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,16,8.082,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,17,12.147,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,18,7.756,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,19,11.441,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,20,9.72,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,21,12.375,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,22,10.801,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,23,8.423,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,24,8.136,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,25,9.994,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,26,9.778,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,27,7.737,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,28,8.482,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,29,6.831,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,30,9.084,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,31,9.215,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,32,8.922,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,33,7.363,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,34,8.236,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,35,24.545,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,36,22.549,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,37,13.486,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,38,7.545,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,39,10.377,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,40,7.56,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,41,12.44,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,42,9.314,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,43,11.019,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,44,7.257,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,45,9.241,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,46,7.328,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,47,6.578,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,48,6.24,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,49,6.099,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,50,6.055,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,51,5.56,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,52,5.622,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,53,7.097,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,54,9.184,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,55,6.716,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,56,9.087,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,57,8.743,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,58,6.001,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,59,6.409,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,60,6.027,200,linux_x86_64
exp2,checkaccess,db_only,dbonly,61,7.829,200,linux_x86_64
